# 基于encryptId的唯一记录系统
# 格式: encryptId|encryptJobId|security_id|job_name|detail_file|match_type
# 核心: 使用encryptId作为唯一标识符

f0a1412d9a13cded03N429y4EVJU|f0a1412d9a13cded03N429y4EVJU|AvYwjctczW6fQ-U1JCMGdz6S4C5SImi1Q5bhhK394cgbGRSBAT8we8tXnWIFsdRIJGrPtfdPtB1iCBidVWgtw7BW2-xVZPBqWCAb1GPwBjbu4Fw7sC1jr3ntebwcmoQ-wuC4zdx9PMxB6yEiWBaPJ54Hi1pKgc-QaZhS4PNBu-AsdvXRglPcFCoTHrkK2x54fopxtWP216JN5wG64F0GMjV5t5Kt2kTTknUcjN0UZz51X5cZsBp0IrXcaP1w_wvqVbJnmP41DmS1noWXB33isGQ58g-Kk10vCpTo7ggmOJG6Qpdc|AI产品经理（AI人工智能产品经理）|detail_86.json|encryptId_direct
4f5cb5ccc31827510nd63ty1EFVW|4f5cb5ccc31827510nd63ty1EFVW|jWr7kOEeozO0a-L17Gny3oRjjDdvjRjYzXe6cF8nibOiyWWW6b0BzPAz3P-p65Me5bzmSw2Ybbbs3zoD_zZGNXJ5h-HPDPLVbV7Z8bdl_WJDK9ql8fCvmqaKjjew_p_HtxgSqfc-FHgwJoN-Dm_Df3xg9Gp0AAfsIAMtJJQdIchh54FCftaKv9TR8GoDVg9XczqZ_c5Txfm1VwNY7eVaEodSZ6dJBdIUG3lihP6eAAyVRY_omdPJdZOxa-Y_9C_V-upe0aqxw0baVFyD0vQXs_W1GNK9hf5vineIgeFeMXVoShSR|AI人工智能销售综合薪资1.5W+/上市公司|detail_39.json|encryptId_direct
379084c089e405b90nR80tS6FVpW|379084c089e405b90nR80tS6FVpW|OXYzdQF4wqpMQ-t1gIfjs7g2VrAY5otZuapCIQ7OQn-mEmaOPN3USrweO5OKgQ2XfBYv7yjecSAqb-tE5sqW-uiLmK3f95m374WWWG55aioNNgCQGPeiErwOqZ-inhHji3u0zoD1NDqv-KRrG5HoLGGhBranz8ZCTHhl_OIciD-6Okv-scRYcKPUUUYqGFyGybnnzaSVPFrJpBaARiioU66_ZYd7lr9JxhabrwC584agTynRDimW5IAPauNYgKq9uI3po9dLiQu6bvbr8vUhfsWh9NDC0nOBGaI4tvSYoVxKEQ~~|AI人工智能销售（客源充足）|detail_38.json|encryptId_direct
1bdde8ef83da033e0nZ60968GFRX|1bdde8ef83da033e0nZ60968GFRX|DH8m6rF8W8WNJ-31OPVnOnSeDikzq1V3UsFlmkPwHgsmy1eejETX_Azzr09z7b8tEadUKDeWGX_VGIgBFSbEFCwGNARLcBc7NyjLhYCLDOog9lqLdkYL0xIza2Bo1KDbK14r9KB_sune2Cb_QGVTbUox5nOHP5SFnSh51cLZLaJLKBLN_6ZykafwQuAMbhQv0pmUVFQRPpRn0gdvRMYGLw8hX4TK1Fw2oVLpUtfjgAX1vMsJfqZKsKkjdhHBgqtCeW7Hjsp4hMXVZcYS6E8dnIrt2C-cpZKOWDJOeNhLnAgUL0Ye|AI人工智能投资经理|detail_91.json|encryptId_direct
59cbeb4dfd085bbe0nB63NS0EFBT|59cbeb4dfd085bbe0nB63NS0EFBT|xKl9ZqxZ6hcRv-71LX-dGvVVi-KJPUvVp9VLguCibkdhAY21VVRvHvZxEXLAW5Lvbiq19lj6gU8J_0FbFgSdIhum8yBhCi2bZOthvoRCwHhmexfo6ircIKDXrUNGbId-p2poGbWYz5aluNhCPgqzy4vk9Cu85RVulLslFwMPGNXidBJgTRwyeLVWx229AgCvbW2ZCPa2rTqYzGhwTRGFPCfEbfas35Jh5PhRm4d67jAQcPYp6Y0h6qw0udoj59VH5AejNiciA_IE5P6jsuDt58FdIeNFFoqIiEtsMSNYlMk2Jm8OnrsQITCGoFMxVOrAmYMRVRk~|AI 产品经理【具身智能独角兽】|detail_55.json|encryptId_direct
112c7777eb82aad80nZ42N66FFdX|112c7777eb82aad80nZ42N66FFdX|0afx63UqckfwT-o1DTRLmLzaSpiBiqX53awt-MjyllwX75f9Sm5crVzlC9b5PYCmWzUpLl8Zdjc7wcrmOFnLpM0uL1WK06pVH3NCR_MqC5Kvv6AcKOSr7K64n8PuhKJelyRBQTxNNt0017K9roSmyIaiV0EIXacHLCEIu9GvvS2TksGemoFCHCVW3tx092M-k4m-5OFrTcTAazXS9julimiynlB2Hg3obmES2p2ufR0cK2y-oRUuqgxvj7BRUykblSzvVkOg4bxDr338HDlK5vxksWeNizlpZcDqs4WjekL00nQ~|试用期15000起/人工智能AI获客/零经验也可|detail_43.json|encryptId_direct
8219764fe59c18a50nd409u8FlBU|8219764fe59c18a50nd409u8FlBU|k9GT5SoCBbRyO-418an_WK57J1pF_3Ebb4QTqjF-YDFO5_O2BgfqAxNc2M0gNrjdDSCLjJJsI3rhFenr0Pd1obCrlO3cHx09iY1tO4BOkdbS-XwWuh4MteP34go0EGqSqmtRunyA6KuXQIj64pMH-tpyzaNJ7HKf80K9HzbkEHIO_dEv5lFvUGfODQo-w9NzljWHzPHxn4JbL2VGagVedgmFms7ylNhFfecEaRvHMN0ez1Ez2V23WDqZRWmng5DayboZJtVygYT5llng6np8KwSA_7cBi5BU_MYVs1F_-RMlNzY~|人工智能数据采集员|detail_140.json|encryptId_direct
466fa57babfc8bac1X1y09S1FldW|466fa57babfc8bac1X1y09S1FldW|T7wSaCWZusBHF-r1OepNfcmF9Vaxi0bZNMumQHqtJpCPPPVEnxkH5DD56KmL_0r3nyseIBWb-00CuV-non2rtAFHg6ddbje-hhDhroafuAimVpYQtzSbNsMD0XPnEqscqqoGGOONL5PlHRaQU_mJdcGkaPXCmqWH0OUT0hFZmOPCt3_0LGxtlUsnszGvydyYxZU_VwjBuoLZFrYG_dlG3wTa7OYRV8Lq7m08RgSbuGJDAkxY2fQEvh3FGvfrTa6Ngzljiequm_-O7S6x__FcqEcCuIEaxqm9k1r-y7hfYqvquA~~|ai人工智能开发工程师|detail_6.json|encryptId_direct
e6a4a6d00839086e0nd80t67GFdZ|e6a4a6d00839086e0nd80t67GFdZ|Q1xFxVlECJMe3-G1WE_i4ObnxKVRLahD2fZV9M2_em8mZFUVUNbVV_JkSJFI5HWfZvPL5ZiEU26vXU58d3j7pVDdBDr-1w5WYngJd4RjTYb7n0QlvNDZHqdhsp569olySlJsSH6QGeGJ4xYvnSDeOXHLnH6Vo-gYuuHeVq2eDMzrrEszORz3Ef9lvVP0gVrQEvOwpuF2owBrV00qF09jPaHyNIM-mZZLWOPxvP78hd6Bxwl_3n60HD85UqEHBobFm0jPtXewAc9gKzH0wTk1PAfYZda4pa6aPdp_Mp_WeoOEVg7lbFK8Go5zKUgLnup2bUOyg5pSew~~|15000起步，AI人工智能营销系统，网销为主|detail_34.json|encryptId_direct
19127ee9d8c161490nd839S9F1JR|19127ee9d8c161490nd839S9F1JR|I2YIJ2j6nmyJy-Q1l05HNBHmKye2oIf5ybX2Lu6TlIEhzmaEoESfdZcPX0YPYo8ooK20w34hL5p5Fl1YjTAxsKXBoYuADy-8SeOwYkuCY5e-hBDObNdLuYM50tE2PNfXNx9J0j4u7DeX4kH_w_-85qrZQKbSRjJiqkqlGwm0SQTLiqVpWAuawQTbgru5yHPHG7TxUr6F2osS32679wcs3v6hs71PYcwkCl80gBJ4zf1PZ8aHXgSS1fbX3-IOxZSZs_3WqNmnCNia9vCcp2DyUM9GDeHtAQR_J-OBL-0OxqZceRw~|AI 大模型/人工智能专家|detail_59.json|encryptId_direct
cf9e68436f319b4b0nd_29-6EFFW|cf9e68436f319b4b0nd_29-6EFFW|qNAnWSDs2uzvx-R1AxIL5imHNut15BCpG8bqbC1kAhlLCTfSccKD03qUAY-FmDm_90muX1i1i_oSIU3_hQOLQibjmVxAFzZ6GypKVKSBlp7x82EJk0Ssl-B_Gln6QYXABCYBtS5R7JecPA_wULpME9MAbiXoUAVJYIeboU2pFVXcJ2kif9W4FkSoON5Zblr1osyePcxCwVhYlj0WJhPFSE6eHRRZJWK3--RmAqvoxHlUs0x_SxrvICaIisxcIgkpprMt0yTXkPgxFc_CoE9hobDkG_pFN7hkN_-L8er06vTLEdE~|ai产品专家|detail_25.json|encryptId_direct
e19de8da3a8d8043031739q8FVBV|e19de8da3a8d8043031739q8FVBV|ee5SXe6ssvlrl-Z1ReBQPdUK3A-F02bBqsy-kpnWFrJRkgvHG9-1U7jp7D7f4FFVPe_VhXtevxhIode99_5CIhiYdZ6vuBCULcg3k21f9z4jaq2N8G0ysg5fzDU2tbUpI7NVawVkFo6r0rF9h1gSVr3gVShqOBSg4q0Q585hn78_XKinpSGVhgfaUmPB86uUv9nsiUk3nhUP3JRskfm2AuqRYthvqTYFq75YVm0iZiZJvQdmKYsUrSuLr2fNvYwj6yvDwXsI6NWq2AnoGigChDO8B9-NmnGk8Zf5_Z1pbfCTJg~~|资深产品经理（AI）|detail_44.json|encryptId_direct
6e876c88114b53fe03x43tS5GFtQ|6e876c88114b53fe03x43tS5GFtQ|48SKKZwFT0LaP-o1jm0mTAU1DuhsowwGHbNuxpYSXldhnI_LHpocXD1FXfq_4BlfSJGvzVPlFHj_OMWeJvCFGANGE8W6oB_NeO6IftyFAYhvqvwI8yEIFb-ruLSF0hq9hhojeiv6U4ltr7t_WC7foyw5OmWHRMiZS1g7eu_wxfNsNp_Z5QGNIOw9UPhjwppsNTDb2aXDlbHKBKSNsRJbFFZlihL1ZlA15PO21FVac_KtJOcKI8fn4EJEzyxuO2U72P1EdxhV6mdzx-hFFUb7Tjb2QcaEIEAtoNhc3yyKOFccvyg~|AI高级产品经理|detail_52.json|encryptId_direct
d19731f5e015e79e0nV73Nm-E1pU|d19731f5e015e79e0nV73Nm-E1pU|kgFXpsJ7aliFK-z1nC0aeIKgbZ06tEyNYyaVOKPSBckivxueiqt715jOOtOjQ__Jbd7Hz9ce1BTOfqO-Hd8mLAbnf5sjBV4p47XdIKxSYIJLJ4Qm_SRwBhnY0vwpgV35U90lzcYwJ2sb0S9cckxU97ZZLN10N2h11bLc7qJkM3EPGZ3C8I9-uQo-09yXb0HciXZTumHtfU4mj7KT1-oHNGFJLKZZmnfpc08EvY3k0VOGk58tDVbZ-ewnBKge-K8yfa2KXIzIsrafK2g8LIHHGK0YXVkk0tM9t1VwITyMeD00EwI0|AI应用产品负责人（专家）|detail_151.json|encryptId_direct
9c6209e70911bf470nV609q8FVNT|9c6209e70911bf470nV609q8FVNT|Pwkfkiao4fvZJ-A17zT_HOoRHgcgN_bEoAdOc0fmQeM4vHaIxqw0qlFCAj5uBNz797vOvjvT2CubyEcAeWLooF20P9wBr7_QZvxZO-2TewJPL_gE-keql6IUZAiR10VpuIAcH3WaS-yIQC0yiJHVr-wJYE7TX51-8-OXdXn2N3wJtEl-gSoha3WzF1hbTnTD3Fp5lRRf_zlZRhAUxIBhs7rFlki7nvmooSbg1arK00uy2koq_2-ad8ueoCWOSdEIRmiBEQ0kDamnsobo9j38VenFtssPQaW4ZSdCYGS4hP70Ra2u|AI智能产品经理|detail_29.json|encryptId_direct
24c450e13ee0d1610nd42ti7EVpS|24c450e13ee0d1610nd42ti7EVpS|I2LPXbnbQwHON-B18ConsZIinFZRF5-EF45XqSH0RZ__NfYS5klYDFFFCqZBu_v2u9PZJPswFcNbtqjrAMIwN7iJDYq7tPVNAeW4Q9vUg9wcBo9N3b3c-A_scujKoGoUIYykQnxVy67pcOxxPfs507DbTSx81CCTm8yZvUPKHf2wrpGPvZ-9ljHTorZa917FAsVuZypHZqSIzMc0Ss0KwgIUUC7hKV2EQpB4i6_2bX39kewTeMScTurJ9VQznyhssww2WZvZg9-KtrbJGEm8an32VWUjhAAbj2gtDP_1ylGX4OqI|AI产品经理|detail_48.json|encryptId_direct
6e0bfc4531bea6ea0nZz3dy5GFRU|6e0bfc4531bea6ea0nZz3dy5GFRU|GVp1KKOByX3kQ-G1IudZELfJ8a0eQBT4OYUrr2tN5WN974hH2LNy_WV7L873hD1Wa3FqhfZ45ApRR8NSMA8g0JnENITYLW_aKvA0ss2Jckc2ZEoSVrWMlYirnzHRDCKazHXrqxP9p64btSc8LxXfsxryGZKcrxBfUJ7SQb3TYCKh47fMXf8vl4ZETZpttHO1N5HXRPktvb0XLkk8v_lPjyP4937oYCd7e2Jdd6frzbSUHsLI_cTH9hEZsdBtX3Xrv4c1abWYAEWxs1YbYyNygDjmm-W_gM7iF9T8miHyb0CGqFI~|人工智能Ai资源，面试即上班，入职1.6w起|detail_33.json|encryptId_direct
bccedbed1153f9e80nB63t-8F1NV|bccedbed1153f9e80nB63t-8F1NV|157gfiaER1wka-E14WHyrwZQghvq3MRTVTWj0t3RXfXDIpHCQiD4IsBsTulO7LwgPROxDhBNAfX_vXj6ZNlh9Lsoz-glEDrj6gAdMe7gsxpcxojs4HWfPRHhaCAwHePsm2fFJVA9ScVbkrnG1oHjkUTV53GUkDlpNTTyGgqOvyjdpOyg-N9nN2hPixZ99Fjsu04SDVcE8j7Q-f17WLnPUtePzPAEK84IfEmG3vpMsEdKs49hf5gZwZkW_M2oV43xmLB65ukdaNq2U0Vd7yZlwSJVXg-2r88VWGNRM1cjy7yO|资深AI人工智能专家|detail_1.json|encryptId_direct
e508871b45be5bd30nd809W_FVpS|e508871b45be5bd30nd809W_FVpS|sibnh4UsY9F9o-Z18MsWOAG5cNbgkxjUF1d32ywiVP-XZuejNCgEcN8zzx05HVWFegf4rLMpn3xnXQx2wGkkE4OPjcdzcNfj4yz6NSkoU90ejPP8Vd8-q-A0iZg22Z_mZmBcl_HD7lB1cjdzYoncUrs4p43PWiih5mIj5PqnWl-x3l2V-itnGA88owiuCjFmPdX9W0LVd56C78wBryPqmKzvFd9TjqqqGGfFVrRC3-716WWH_liB_2v08mO4l6fco5iokJUTyAg9moOiurh0cDQBZIFt5Po6D8CwyKOOIRLigTs~|AI人工智能销售（ToB/阿里系/独角兽）|detail_32.json|encryptId_direct
a2b31e78c6eb75dc03F-3ty5F1dU|a2b31e78c6eb75dc03F-3ty5F1dU|vyDs3J15fqwXT-N11Fhq9c-8HcUXnjaJj_HP-YBjnhRVegCr3jGWmWVJpSBhuB2eTxrI18foedJMXPW3FyRvpKzkmXtPXr9bBrCrRhSQK0UTioElN1ep59SmoKfuMLvZmva-uki7rRbD8rdblrxd9wWxhJZ2aZytQs0p4HRo6IgbG_OtuQ3_l6lin4xSSzd9bU_IvTeU8grS5oRp_cxte1c1PexOs4ucaUZKJw_6UNKly81hl0J6tFr0y0MRzxg43N2ORqJsfpBx2yeNArUpicTRYevTjnIGJfv599hkge7cS3N7|高级人工智能Ai获客系统+月均2万起 师傅带|detail_73.json|encryptId_direct
efbb2f9b53d9e7bc0nB63N6_FVFR|efbb2f9b53d9e7bc0nB63N6_FVFR|rYo3P7VHN5Tto-_1PvXSilVlSDD9td04w9Ju49IZaxiJ5MP-EfGzHqES1DskZdltuFy_W_7zuHMklN1uewWq8-6WcDeHjB80U72OY5fGf6NsYmlVcywpa3zCQ8e8LalhC-coTXOoo8GO0lp9eF9nC8w70JDCUu8G2yL1JecRgxdN-QlKS2DLnk4-nQg07owVCh8Bs4FkIU6iEfiIZTvLWUGGDMoJ9_ChNGMs0FqM3E3chsRTkCdDAedB1zcPdCQ-7eRZY-EkfcIINN4WwcLfq2Z3xwHa0Xz98T0uRiqg7GN3L2cV|人工智能设备测试助理|detail_49.json|encryptId_direct
d5f828aeb450c8d10nd63ti-ElRY|d5f828aeb450c8d10nd63ti-ElRY|BLtLqLac_gkqf-B1effwaF_Ejpybt83rWWR9DcZD81trNy8ObF22jLd1TuOOt9PUtssKzijWmoVD37O6tNfALn7uSaBQj99jYVYtO0jpNPBxYBwHmbHccPqGGm24oT4pkAoHvvCkWibUsu11j9lNCr_73Jf2RsjvUVKM7BlqGobQr2Gny-MznNYmMycdRQRpdVcEbP1lPwCpikEzaIS4dAMjT4L3lr3Go-5x8VR0TL4N1z0_G8gwfqHR7PDT9ouHV1ZjzKe0N_sks8oLwaQYtdwWICVZmg--v3NlHf9vpqzhm3Kez61z5rLSVMnzmtl0cw8_9pnL|人工智能材料研发（AI for science）|detail_28.json|encryptId_direct
f08fce1fd690d31b0nV909y9GFdV|f08fce1fd690d31b0nV909y9GFdV|VsuxbAZAgUTmr-g1PbQE5wlgENGfw2UV1IXUHjpYOC_zwYpnRp82AkdWdQgmZzcHSVuq88W_jOJo_wkvEUSQcPj2F9zXgPftvMQ4yIbZBep2QfHvQdW1oId9q4vTQM9NQc8EiwwzWk2z_CNQP9xr6wlfF4UL_H-iT_AXmUxwcgqoJsVjnFeR3tfeX8Yr3Y3sp0YybBWhIFGDvK0n_93Zf37-v-LNlCphhGNsH8vAKbFgRrGw9h3xhFF7ynT07VOp-EFarlPuHHuy1OYUy3fnKWqACcA0u8iF4Kwr3ge5sbn-Vm14|五险一金+底薪8000+人工智能ai精准资源获客|detail_53.json|encryptId_direct
55097f5f20696a5d0nd_2965GVNY|55097f5f20696a5d0nd_2965GVNY|XxY16GYUp1YSa-61DupKU63-mINm1MDUnqY6KqCHQqq0hZBaBQ15cl8cpPEcGaER588MHajlwqsXs_AT6d_S3RANh3c6-SqO_IZgCFdtVi4Ul27JnLeNUh3eff9kMrnyrDyik-h4PIj11A0uyj4E7q-8b3Yjpm5CiyMvFk6G7QRBoiiDXELRiEeTkLqZJu6hPLVrzEVBJdkElv5hfZtmELZksFTgScXB09jx4a1csK0iGTZZQ_uQXYD4EtpeuQpk3FvEYq70tTbIq-_aAaHoJ2Q8eG6rs_oNX4yNO0yMXrBO1w~~|人工智能N2N量化委外平台产品专家|detail_45.json|encryptId_direct
